Country,#,Player,Pos,Club,Birth Place,Birth Date,Age,League,Birth Country,MarketValue_EUR,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Playing Time_Mn/MP,Playing Time_Min%,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,GK_Playing Time_Starts,GK_Playing Time_Min,GK_Playing Time_90s,GK_Performance_GA,GK_Performance_GA90,GK_Performance_SoTA,GK_Performance_Saves,GK_Performance_Save%,GK_Performance_W,GK_Performance_D,GK_Performance_L,GK_Performance_CS,GK_Performance_CS%,GK_Penalty Kicks_PKatt,GK_Penalty Kicks_PKA,GK_Penalty Kicks_PKsv,GK_Penalty Kicks_PKm,GK_Penalty Kicks_Save%,MP_allcomps,Playing Time_Starts_allcomps,Playing Time_Min_allcomps,Playing Time_90s_allcomps,Performance_Gls_allcomps,Performance_Ast_allcomps,Performance_G+A_allcomps,Performance_G-PK_allcomps,Performance_PK_allcomps,Performance_PKatt_allcomps,Performance_CrdY_allcomps,Performance_CrdR_allcomps,Per 90 Minutes_Gls_allcomps,Per 90 Minutes_Ast_allcomps,Per 90 Minutes_G+A_allcomps,Per 90 Minutes_G-PK_allcomps,Per 90 Minutes_G+A-PK_allcomps,90s_allcomps,Standard_Gls_allcomps,Standard_Sh_allcomps,Standard_SoT_allcomps,Standard_SoT%_allcomps,Standard_Sh/90_allcomps,Standard_SoT/90_allcomps,Standard_G/Sh_allcomps,Standard_G/SoT_allcomps,Standard_PK_allcomps,Standard_PKatt_allcomps,Performance_2CrdY_allcomps,Performance_Fls_allcomps,Performance_Fld_allcomps,Performance_Off_allcomps,Performance_Crs_allcomps,Performance_Int_allcomps,Performance_TklW_allcomps,Performance_PKwon_allcomps,Performance_PKcon_allcomps,Performance_OG_allcomps,Playing Time_Mn/MP_allcomps,Playing Time_Min%_allcomps,Starts_allcomps,Starts_Mn/Start_allcomps,Starts_Compl_allcomps,Subs_allcomps,Subs_Mn/Sub_allcomps,Subs_unSub_allcomps,Team Success_PPM_allcomps,Team Success_onG_allcomps,Team Success_onGA_allcomps,Team Success_+/-_allcomps,Team Success_+/-90_allcomps,Team Success_On-Off_allcomps,Performance_GA_allcomps,Performance_GA90_allcomps,Performance_SoTA_allcomps,Performance_Saves_allcomps,Performance_Save%_allcomps,Performance_W_allcomps,Performance_D_allcomps,Performance_L_allcomps,Performance_CS_allcomps,Performance_CS%_allcomps,Penalty Kicks_PKatt_allcomps,Penalty Kicks_PKA_allcomps,Penalty Kicks_PKsv_allcomps,Penalty Kicks_PKm_allcomps,Penalty Kicks_Save%_allcomps,total_injuries,total_days_out,avg_days_out,total_matches_missed,xg_overperformance,minutes_per_goal,discipline_score,impact_score_raw,position_encoded,league_tier,experience_level,goals_per_90,assists_per_90,shots_per_90,sot_per_90,tackles_won_per_90,interceptions_per_90,crosses_per_90,fouls_committed_per_90,fouls_drawn_per_90,offsides_per_90,cluster,Player_Profile,sofifa_id,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,Expected_xG_proxy
Norway,19.0,Thelo Aasgaard,MF,Rangers,"Liverpool, England, United Kingdom",2002-05-02,24.1095,1.sct,United Kingdom,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,47.0,1.2333333333333334,10.0,2.0,12.0,8.0,2.0,2.0,0.0,0.0,2.1466666666666665,0.43,2.5766666666666667,1.72,2.1466666666666665,1.2333333333333334,10.0,18.0,10.0,55.6,6.75,3.75,0.88,1.6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,15.1,2.0,124.0,0.0,10.0,64.0,6.0,2.556666666666666,26.0,4.0,7.333333333333333,4.726666666666667,2.856666666666667,,,,,,,,,,,,,,,,1,20,20.0,3,6.359999999999999,4.7,0.0,6.009124734553537,3,4,-0.9105671864626886,2.1466666666666665,0.43,14.594594594594597,8.108108108108107,0.0,0.0,0.0,0.0,0.0,0.0,4,Goleador / Delantero de Área,259185.0,62.0,74.0,950000.0,700.0,74.0,53.0,56.0,65.0,37.0,42.0,42.0,52.0,36.0,63.0,38.0,61.0,77.0,71.0,83.0,58.0,85.0,56.0,66.0,56.0,36.0,57.0,35.0,37.0,59.0,62.0,58.0,35.0,39.0,35.0,8.0,11.0,7.0,11.0,6.0,3.64
Norway,3.0,Kristoffer Ajer,"DF,MF",Brentford,"Rælingen, Norway",1998-04-17,28.1506,1.eng,Norway,18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,24.0,297.0,7.399999999999999,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0733333333333333,0.0,0.0733333333333333,0.0733333333333333,0.0733333333333333,7.399999999999999,2.0,8.0,4.0,50.0,0.51,0.26,0.5,1.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,12.0,8.0,0.0,0.0,0.0,245.0,90.83333333333331,24.0,245.0,16.0,0.0,0.0,0.0,2.223333333333333,74.0,14.0,20.0,2.24,-3.87,,,,,,,,,,,,,,,,15,341,22.73333333333333,56,0.48,148.5,7.0,-1.5202247464196186,2,1,1.2581863611653543,0.0733333333333333,0.0,1.0810810810810814,0.5405405405405407,1.0810810810810814,1.621621621621622,0.2702702702702703,0.810810810810811,0.2702702702702703,0.0,2,Defensor / Mediocampista Posicional,238303.0,66.0,75.0,1900000.0,1000.0,81.0,62.0,57.0,69.0,33.0,63.0,62.0,62.0,52.0,69.0,51.0,66.0,79.0,82.0,76.0,62.0,82.0,65.0,62.0,69.0,61.0,64.0,60.0,27.0,61.0,59.0,66.0,33.0,35.0,22.0,8.0,5.0,12.0,9.0,11.0,1.52
Norway,15.0,Fredrik André Bjørkan,DF,Bodø/Glimt,"Bodø, Norway",1998-08-21,27.8049,1.no,Norway,3500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,121.0,1.0333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0333333333333334,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,64.0,16.5,2.0,122.0,0.0,10.0,46.0,2.0,2.026666666666667,2.0,2.0,0.0,0.0,-2.5500000000000003,,,,,,,,,,,,,,,,4,133,33.25,25,0.0,,0.0,-1.3754102372637191,2,4,-0.0451807646221705,0.0,0.0,0.0,0.0,1.935483870967741,0.0,0.0,0.0,1.935483870967741,0.0,2,Defensor / Mediocampista Posicional,233800.0,72.0,78.0,3500000.0,4000.0,83.0,49.0,61.0,67.0,67.0,72.0,64.0,53.0,56.0,68.0,32.0,64.0,83.0,83.0,70.0,67.0,74.0,45.0,71.0,90.0,67.0,47.0,63.0,68.0,61.0,57.0,67.0,68.0,68.0,66.0,9.0,13.0,10.0,12.0,9.0,0.0
Norway,14.0,Fredrik Aursnes,"DF,MF",Benfica,"Hareid, Norway",1995-12-10,30.501,1.pt,Norway,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,36.9,4.0,134.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,1.35,1.75,,,,,,,,,,,,,,,,7,128,18.285714285714285,21,0.0,,0.0,0.2963700435375656,2,2,-0.2287506610192441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Defensor / Mediocampista Posicional,231913.0,71.0,75.0,2400000.0,7000.0,74.0,65.0,70.0,71.0,67.0,72.0,68.0,64.0,58.0,68.0,63.0,71.0,72.0,76.0,80.0,68.0,79.0,68.0,71.0,91.0,62.0,66.0,71.0,68.0,66.0,66.0,67.0,67.0,69.0,65.0,12.0,14.0,14.0,8.0,13.0,0.0
Norway,6.0,Patrick Berg,"DF,MF",Bodø/Glimt,"Bodø, Norway",1997-11-24,28.5448,1.no,Norway,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,10.0,126.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,6.0,2.0,33.3,0.75,0.25,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,6.0,10.0,10.0,0.0,0.0,0.0,127.0,43.16666666666666,10.0,203.0,0.0,12.0,69.0,2.0,2.203333333333333,32.0,12.0,6.666666666666667,1.3066666666666666,-1.85,,,,,,,,,,,,,,,,7,93,13.285714285714286,16,-0.9199999999999999,,6.0,-0.8743891366699595,2,4,1.1467646465260837,0.0,0.0,1.6666666666666663,0.5555555555555556,2.7777777777777777,2.7777777777777777,1.6666666666666663,2.2222222222222223,1.1111111111111112,0.0,3,Destructor / Recuperador,222227.0,73.0,81.0,6500000.0,5000.0,77.0,61.0,72.0,72.0,63.0,77.0,64.0,59.0,45.0,70.0,63.0,73.0,76.0,77.0,72.0,72.0,78.0,67.0,58.0,92.0,76.0,63.0,63.0,69.0,67.0,74.0,74.0,61.0,66.0,62.0,14.0,11.0,16.0,10.0,8.0,0.9199999999999999
Norway,8.0,Sander Berge,MF,Fulham,"Bærum, Norway",1998-02-14,28.3203,1.eng,Norway,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,24.0,314.0,7.666666666666667,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.2666666666666666,0.0,0.2666666666666666,7.666666666666667,0.0,10.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,6.0,8.0,26.0,0.0,0.0,0.0,255.0,94.3,24.0,255.0,20.0,0.0,0.0,0.0,2.223333333333333,82.0,16.0,22.0,2.3866666666666667,1.58,,,,,,,,,,,,,,,,11,632,57.45454545454545,108,-0.8,,7.0,0.9842897375062136,3,1,1.2979265992414315,0.0,0.2666666666666666,1.3043478260869563,0.0,3.391304347826087,1.0434782608695652,0.7826086956521738,1.826086956521739,1.5652173913043477,0.0,3,Destructor / Recuperador,228092.0,76.0,82.0,11000000.0,23000.0,64.0,58.0,72.0,73.0,74.0,84.0,65.0,52.0,79.0,76.0,50.0,76.0,55.0,72.0,56.0,73.0,54.0,75.0,73.0,83.0,91.0,58.0,72.0,73.0,68.0,74.0,83.0,74.0,74.0,67.0,14.0,9.0,10.0,8.0,10.0,0.8
Norway,22.0,Oscar Bobb,"FW,MF",Fulham,"Oslo, Norway",2003-07-12,22.9144,1.eng,Norway,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,8.0,190.0,3.2,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.0,0.4166666666666667,3.2,0.0,2.0,2.0,100.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,22.0,4.0,4.0,0.0,0.0,0.0,133.0,42.46666666666667,8.0,203.0,0.0,12.0,86.0,0.0,2.183333333333333,46.0,8.0,12.666666666666666,3.73,2.4233333333333333,,,,,,,,,,,,,,,,3,282,94.0,65,-0.84,,1.0,1.534240793436505,4,1,-0.3754940646549372,0.0,0.4166666666666667,0.625,0.625,1.25,1.25,6.875,0.625,5.625,0.0,0,Carrilero / Extremo de Volumen,,59.0,76.0,,,71.0,45.0,54.0,60.0,49.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84
Norway,25.0,Henrik Falchener,DF,Viking,"Tønsberg, Norway",2003-05-08,23.0931,1.no,Norway,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.4,0.0,0.0,0.0,2.0,32.0,6.0,1.0,0.0,0.0,0.0,0.0,-0.26,,,,,,,,,,,,,,,,1,0,0.0,0,0.0,,0.0,-1.7652767804838008,2,4,-2.167263191765542,0.0,0.0,0.0,0.0,0.564959234314073,0.6669960474308301,0.0,0.7419724770642202,0.0,0.0,2,Defensor / Mediocampista Posicional,256435.0,52.0,70.0,200000.0,500.0,64.0,46.0,49.0,56.0,42.0,48.0,41.0,45.0,45.0,55.0,40.0,56.0,58.0,68.0,58.0,51.0,65.0,55.0,56.0,47.0,51.0,40.0,39.0,31.0,48.0,46.0,56.0,40.0,48.0,46.0,5.0,5.0,9.0,12.0,12.0,0.0
Norway,9.0,Erling Haaland,"FW,MF",Manchester City,"Leeds, England, United Kingdom",2000-07-21,25.8898,1.eng,United Kingdom,200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,133.0,6.2,32.0,6.0,38.0,32.0,0.0,2.0,2.0,0.0,1.2566666666666666,0.2333333333333333,1.4900000000000002,1.2566666666666666,1.4900000000000002,6.2,32.0,82.0,56.0,68.3,5.24,3.58,0.78,1.14,0.0,2.0,0.0,12.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,239.0,70.73333333333333,20.0,239.0,10.0,0.0,0.0,0.0,2.2,70.0,12.0,19.33333333333333,2.0933333333333333,-2.4133333333333336,,,,,,,,,,,,,,,,15,252,16.8,47,5.359999999999999,4.15625,8.0,1.5406154547454554,4,1,0.3212832150831908,1.2566666666666666,0.2333333333333333,13.225806451612902,9.032258064516128,0.0,0.0,0.6451612903225806,1.935483870967741,0.9677419354838708,0.3225806451612903,4,Goleador / Delantero de Área,239085.0,88.0,93.0,137500000.0,110000.0,89.0,91.0,65.0,80.0,45.0,88.0,47.0,94.0,69.0,78.0,62.0,85.0,82.0,94.0,75.0,88.0,72.0,94.0,74.0,82.0,93.0,87.0,85.0,43.0,89.0,71.0,84.0,44.0,43.0,30.0,7.0,14.0,13.0,11.0,7.0,26.64
Norway,17.0,Torbjørn Heggem,DF,Bologna,"Trondheim, Norway",1999-01-12,27.4107,1.it,Norway,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,20.0,245.0,6.733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.733333333333333,0.0,10.0,2.0,20.0,0.68,0.14,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,220.0,81.5,20.0,247.0,14.0,4.0,105.0,0.0,2.223333333333333,80.0,16.0,21.33333333333333,2.6566666666666667,1.67,,,,,,,,,,,,,,,,2,24,12.0,5,-0.8,,6.0,0.5470282106318032,2,1,1.0849170497187448,0.0,0.0,1.4851485148514851,0.297029702970297,1.7821782178217822,1.188118811881188,0.0,1.188118811881188,0.8910891089108911,0.0,2,Defensor / Mediocampista Posicional,,73.0,81.0,,,72.0,45.0,58.0,65.0,64.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
Norway,24.0,Sondre Langås,DF,Derby County,"Namsos, Norway",2001-02-02,25.3532,2.eng,Norway,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,5.2,0.0,0.0,0.0,2.0,56.0,8.0,3.0,0.0,2.0,-1.0,-3.21,-3.76,,,,,,,,,,,,,,,,2,232,116.0,29,0.0,,0.0,-0.6246220109330625,2,2,-1.6379944111188576,0.0,0.0,0.0,0.0,0.564959234314073,0.6669960474308301,0.0,0.7419724770642202,0.0,0.0,2,Defensor / Mediocampista Posicional,,65.0,76.0,,,71.0,44.0,54.0,58.0,55.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Norway,5.0,David Møller Wolfe,DF,Wolves,"Bergen, Norway",2002-04-23,24.1342,1.eng,Norway,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,22.0,209.0,6.566666666666666,2.0,6.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0766666666666666,0.3333333333333333,0.4133333333333333,0.0766666666666666,0.4133333333333333,6.566666666666666,2.0,4.0,2.0,50.0,0.27,0.13,1.0,2.0,0.0,0.0,0.0,22.0,12.0,2.0,20.0,14.0,6.0,0.0,0.0,0.0,211.0,78.2,22.0,230.0,4.0,2.0,26.0,0.0,2.223333333333333,80.0,14.0,22.0,2.67,2.67,,,,,,,,,,,,,,,,1,0,0.0,0,1.5,104.5,13.0,1.6767406254309725,2,1,0.3176283634708536,0.0766666666666666,0.3333333333333333,0.6091370558375635,0.3045685279187817,0.9137055837563453,2.1319796954314723,3.045685279187817,3.3502538071066,1.8274111675126905,0.3045685279187817,3,Destructor / Recuperador,262135.0,58.0,71.0,475000.0,500.0,64.0,43.0,49.0,57.0,53.0,55.0,55.0,40.0,46.0,57.0,36.0,58.0,65.0,63.0,62.0,50.0,55.0,49.0,56.0,63.0,53.0,46.0,50.0,52.0,44.0,40.0,43.0,49.0,59.0,57.0,8.0,9.0,14.0,10.0,11.0,0.5
Norway,20.0,Antonio Nusa,"FW,MF",RB Leipzig,"Oslo, Norway",2005-04-17,21.1506,1.de,Norway,32000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,18.0,196.0,4.933333333333334,6.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.4133333333333333,0.3233333333333333,0.7399999999999999,0.4133333333333333,0.7399999999999999,4.933333333333334,6.0,42.0,8.0,19.0,4.0,0.76,0.2,1.0,0.0,0.0,0.0,6.0,22.0,2.0,58.0,4.0,2.0,0.0,0.0,0.0,195.0,60.63333333333333,18.0,206.0,2.0,2.0,54.0,0.0,2.183333333333333,54.0,6.0,16.0,2.78,1.1033333333333333,,,,,,,,,,,,,,,,8,209,26.125,36,-1.4399999999999995,32.666666666666664,3.0,1.5841540580703986,4,1,-0.7885396269329872,0.4133333333333333,0.3233333333333333,8.513513513513512,1.6216216216216215,0.4054054054054054,0.8108108108108107,11.756756756756756,1.2162162162162162,4.45945945945946,0.4054054054054054,0,Carrilero / Extremo de Volumen,,70.0,85.0,,,75.0,65.0,66.0,78.0,50.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4399999999999995
Norway,1.0,Ørjan Nyland,GK,Sevilla,"Volda, Norway",1990-09-10,35.7502,1.es,Norway,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,24.0,296.0,7.533333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.533333333333334,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,92.1,24.0,249.0,20.0,0.0,0.0,0.0,2.223333333333333,82.0,18.0,21.33333333333333,2.276666666666667,0.01,18.0,0.88,44.0,34.0,77.3,18.0,4.0,2.0,10.0,38.9,0.0,0.0,0.0,0.0,,5,429,85.8,61,0.0,,0.0,-0.111373456694887,1,1,3.037855856056084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,Guardameta / Portero,185427.0,71.0,71.0,1200000.0,16000.0,,,,,,,12.0,11.0,13.0,21.0,14.0,23.0,47.0,48.0,45.0,64.0,53.0,57.0,71.0,33.0,71.0,13.0,26.0,21.0,13.0,28.0,41.0,17.0,11.0,12.0,70.0,70.0,76.0,71.0,72.0,0.0
Norway,16.0,Marcus Pedersen,"DF,MF",Torino,"Hammerfest, Norway",2000-07-16,25.9035,1.it,Norway,3500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,73.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,10.333333333333334,2.0,90.0,0.0,6.0,52.0,16.0,2.5,0.0,4.0,-1.3333333333333333,-2.84,-5.52,,,,,,,,,,,,,,,,13,183,14.076923076923077,25,0.0,,0.0,-1.9548991933242583,2,1,-0.8979198472715575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Defensor / Mediocampista Posicional,243481.0,67.0,81.0,2400000.0,2000.0,89.0,48.0,56.0,65.0,58.0,65.0,66.0,48.0,38.0,65.0,44.0,63.0,88.0,89.0,78.0,57.0,71.0,51.0,65.0,83.0,64.0,42.0,43.0,62.0,57.0,58.0,54.0,58.0,63.0,58.0,10.0,7.0,9.0,15.0,11.0,0.0
Norway,23.0,Jens Petter Hauge,"DF,FW",Bodø/Glimt,"Bodø, Norway",1999-10-12,26.6626,1.no,Norway,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,54.0,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333334,0.0,2.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,10.233333333333334,0.0,0.0,0.0,8.0,75.0,4.0,2.25,4.0,4.0,0.0,0.0966666666666666,-2.486666666666667,,,,,,,,,,,,,,,,6,83,13.833333333333334,13,-0.24,,0.0,-1.067902127006735,2,4,-0.7201542920355513,0.0,0.0,2.727272727272727,0.0,0.0,0.0,0.0,0.0,2.727272727272727,0.0,2,Defensor / Mediocampista Posicional,233848.0,76.0,83.0,15000000.0,26000.0,88.0,68.0,67.0,78.0,42.0,66.0,69.0,69.0,49.0,78.0,54.0,78.0,89.0,88.0,81.0,70.0,76.0,68.0,55.0,83.0,67.0,68.0,45.0,39.0,71.0,70.0,74.0,43.0,43.0,37.0,9.0,7.0,14.0,9.0,8.0,0.24
Norway,26.0,Julian Ryerson,"DF,MF",Dortmund,"Lyngdal, Norway",1997-11-17,28.564,1.de,Norway,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,22.0,287.0,7.466666666666666,2.0,12.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0699999999999999,0.5566666666666666,0.6266666666666666,0.0699999999999999,0.6266666666666666,7.466666666666666,2.0,12.0,2.0,16.7,0.75,0.12,0.34,2.0,0.0,0.0,0.0,26.0,24.0,0.0,88.0,10.0,14.0,0.0,0.0,0.0,246.0,90.96666666666664,22.0,258.0,20.0,2.0,90.0,0.0,2.223333333333333,84.0,16.0,22.666666666666668,2.556666666666666,3.065,,,,,,,,,,,,,,,,15,169,11.266666666666667,25,0.6000000000000001,143.5,15.0,2.211774894304938,2,1,1.35499611025581,0.0699999999999999,0.5566666666666666,1.6071428571428572,0.2678571428571429,1.875,1.3392857142857144,11.785714285714286,3.4821428571428577,3.2142857142857144,0.0,0,Carrilero / Extremo de Volumen,229891.0,68.0,73.0,1700000.0,9000.0,66.0,57.0,61.0,66.0,65.0,74.0,64.0,55.0,58.0,64.0,28.0,66.0,69.0,63.0,73.0,66.0,72.0,65.0,82.0,76.0,70.0,56.0,80.0,63.0,58.0,58.0,65.0,64.0,66.0,71.0,7.0,13.0,8.0,7.0,7.0,1.4
Norway,21.0,Andreas Schjelderup,"FW,MF",Benfica,"Bodø, Norway",2004-06-01,22.0274,1.pt,Norway,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,6.0,164.0,2.466666666666667,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.2733333333333334,0.27,0.5433333333333333,0.2733333333333334,0.5433333333333333,2.466666666666667,2.0,10.0,4.0,40.0,2.69,1.08,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,28.0,6.0,4.0,0.0,0.0,0.0,111.0,33.13333333333333,6.0,185.0,0.0,12.0,74.0,6.0,2.1566666666666667,24.0,10.0,4.666666666666667,1.8866666666666667,-0.7600000000000001,,,,,,,,,,,,,,,,1,3,3.0,1,-0.3999999999999999,82.0,1.0,0.4625802557984067,4,2,-0.7869463804908501,0.2733333333333334,0.27,4.0540540540540535,1.6216216216216215,1.6216216216216215,2.4324324324324325,11.35135135135135,0.8108108108108107,0.8108108108108107,0.0,0,Carrilero / Extremo de Volumen,260952.0,65.0,84.0,1800000.0,500.0,72.0,58.0,60.0,68.0,35.0,47.0,52.0,60.0,39.0,65.0,59.0,66.0,74.0,71.0,82.0,63.0,87.0,58.0,51.0,59.0,40.0,53.0,47.0,35.0,63.0,66.0,64.0,35.0,35.0,35.0,13.0,10.0,10.0,15.0,11.0,2.4
